N,P,K,temperature,humidity,ph,rainfall,soil_type,state,season,crop
196.04,10.75,96.64,19.2,74.23,6.93,605.99,Alluvial,Maharashtra,Rabi,Maize
135.27,10.26,52.09,42.22,53.89,6.05,451.82,Sandy,Haryana,Kharif,Bajra
147.74,29.47,197.58,21.38,80.36,6.52,1155.65,Alluvial,Tamil Nadu,Zaid,Banana
230.15,13.34,180.31,20.76,66.45,7.52,970.25,Black,Gujarat,Zaid,Potato
277.54,17.9,203.83,28.69,82.28,7.01,2697.06,Alluvial,Assam,Zaid,Banana
334.24,15.1,118.86,14.62,50.48,7.41,519.91,Alluvial,Punjab,Rabi,Wheat
333.07,42.47,180.47,27.26,73.35,7.07,567.93,Alluvial,Karnataka,Kharif,Cotton
195.96,27.79,104.6,23.25,62.56,7.34,1324.06,Alluvial,Tamil Nadu,Zaid,Banana
96.19,5.85,132.8,19.64,57.16,6.44,1377.59,Laterite,Odisha,Zaid,Potato
60.93,16.7,187.22,30.91,72.44,5.43,1675.41,Laterite,Assam,Zaid,Banana
145.15,13.5,50.98,35.4,79.56,6.1,3744.8,Red,Kerala,Rabi,Potato
163.17,7.28,67.06,36.77,46.65,5.62,956.93,Laterite,Telangana,Zaid,Potato
227.01,8.77,80.09,30.37,74.46,6.09,1234.79,Red,Odisha,Kharif,Turmeric
264.91,40.6,223.44,34.27,84.39,7.95,1964.24,Alluvial,Maharashtra,Zaid,Banana
38.44,3.41,75.48,44.21,34.3,6.49,247.47,Sandy,Rajasthan,Zaid,Potato
61.31,16.93,42.91,22.7,82.96,6.06,1103.15,Red,Karnataka,Zaid,Banana
54.2,5.93,56.23,16.2,60.28,5.14,1327.75,Laterite,Odisha,Rabi,Potato
91.06,31.02,212.38,43.87,34.32,7.75,1503.09,Black,Madhya Pradesh,Zaid,Banana
93.17,16.85,97.53,38.01,69.61,6.36,1263.75,Sandy,Tamil Nadu,Rabi,Groundnut
106.5,22.31,121.63,31.82,83.89,6.52,2153.12,Red,Kerala,Zaid,Banana
109.52,28.18,211.4,40.5,53.43,7.93,1122.16,Clay,Bihar,Zaid,Banana
276.67,10.86,81.82,10.0,35.54,6.88,625.05,Alluvial,Uttar Pradesh,Rabi,Wheat
111.68,14.5,173.68,29.79,74.45,6.0,1522.51,Laterite,Odisha,Kharif,Rice
119.6,6.97,64.35,29.45,75.03,6.14,685.09,Red,Andhra Pradesh,Zaid,Banana
132.59,15.35,297.67,24.73,84.68,7.52,1205.89,Black,Odisha,Zaid,Banana
342.02,19.37,136.38,22.56,43.69,6.04,1394.7,Clay,Bihar,Rabi,Wheat
88.75,29.05,219.11,25.92,86.63,7.11,1325.03,Black,Odisha,Zaid,Banana
123.33,31.04,223.89,25.34,73.02,7.42,1628.64,Black,Odisha,Rabi,Chilli
269.76,23.69,125.28,30.88,51.05,7.04,804.14,Alluvial,Punjab,Zaid,Banana
53.24,12.87,58.53,27.64,62.86,5.71,1271.27,Sandy,Bihar,Zaid,Potato
199.6,9.65,167.82,38.29,39.84,6.82,707.1,Clay,Haryana,Rabi,Wheat
137.89,7.24,111.49,41.35,75.96,5.78,1584.7,Laterite,Madhya Pradesh,Zaid,Banana
201.31,21.43,138.27,22.93,66.4,6.74,2741.29,Alluvial,Karnataka,Kharif,Rice
81.02,20.02,138.72,4.24,68.5,6.72,631.61,Alluvial,Punjab,Zaid,Potato
97.47,23.51,287.78,25.68,58.72,7.96,544.87,Clay,Punjab,Rabi,Wheat
48.9,4.62,133.1,21.21,41.14,6.5,1470.02,Sandy,Bihar,Zaid,Potato
122.4,4.32,117.8,23.96,45.41,9.05,513.39,Saline,Rajasthan,Kharif,Maize
58.2,4.89,62.47,17.35,76.64,6.55,1322.95,Sandy,West Bengal,Zaid,Potato
127.44,20.9,181.68,39.23,32.59,7.31,374.85,Clay,Haryana,Kharif,Bajra
271.42,37.07,139.56,15.4,89.52,6.8,1748.51,Alluvial,Odisha,Kharif,Jute
129.83,12.19,129.48,15.18,88.97,5.53,1441.12,Red,Odisha,Kharif,Turmeric
138.13,21.38,50.48,19.95,52.71,6.36,1554.16,Laterite,Maharashtra,Rabi,Wheat
171.13,16.72,134.83,41.55,51.35,6.21,926.77,Red,Telangana,Kharif,Cotton
64.43,10.82,77.51,15.32,41.65,8.67,535.71,Saline,Rajasthan,Zaid,Potato
79.85,27.36,258.12,34.42,77.8,7.28,657.06,Alluvial,Andhra Pradesh,Zaid,Banana
98.97,15.29,180.14,37.47,81.11,7.14,1009.44,Alluvial,Maharashtra,Zaid,Banana
208.23,25.33,341.59,15.8,59.34,7.92,1061.04,Black,Madhya Pradesh,Zaid,Banana
144.96,11.37,105.62,34.62,57.57,6.24,692.57,Red,Tamil Nadu,Zaid,Banana
226.54,34.03,217.47,18.0,70.29,6.54,2689.36,Alluvial,Assam,Rabi,Potato
373.06,25.61,115.23,24.89,63.65,6.73,1012.68,Alluvial,Gujarat,Rabi,Tobacco
204.48,13.54,86.21,13.49,51.4,7.03,1126.53,Alluvial,Madhya Pradesh,Rabi,Wheat
64.23,7.62,91.48,25.52,73.27,6.65,1974.28,Sandy,Kerala,Kharif,Coconut
73.67,7.31,87.15,23.82,44.03,5.98,1104.61,Red,Madhya Pradesh,Kharif,Soybean
110.75,42.88,80.04,33.99,72.6,7.79,714.05,Alluvial,Haryana,Kharif,Sugarcane
80.61,7.96,126.77,30.23,55.18,5.07,803.44,Laterite,Telangana,Zaid,Banana
78.27,5.59,241.25,25.86,59.75,6.41,958.32,Red,Tamil Nadu,Zaid,Banana
82.73,11.8,45.2,25.46,91.03,5.57,3999.97,Laterite,Kerala,Zaid,Banana
228.86,23.65,264.92,28.43,67.05,6.76,2269.49,Alluvial,Maharashtra,Zaid,Banana
82.1,24.26,179.32,42.94,50.92,7.66,505.74,Alluvial,Gujarat,Zaid,Potato
102.16,15.02,119.59,28.26,92.27,5.54,2797.7,Laterite,Assam,Kharif,Tea
117.5,11.87,71.59,42.45,25.14,6.03,445.9,Red,Rajasthan,Rabi,Maize
197.27,21.73,233.55,39.94,63.81,6.63,986.58,Red,Telangana,Rabi,Chilli
164.66,15.16,63.43,36.36,55.36,5.5,1744.06,Red,Odisha,Zaid,Banana
86.39,10.63,151.21,31.68,77.75,6.81,849.9,Red,Andhra Pradesh,Zaid,Banana
95.03,14.33,30.22,36.98,30.44,6.07,308.77,Sandy,Haryana,Zaid,Potato
120.48,21.64,153.54,27.76,83.46,7.97,1389.84,Clay,Bihar,Kharif,Sugarcane
57.61,12.68,38.36,15.89,69.91,7.4,555.41,Sandy,Gujarat,Kharif,Bajra
169.15,9.73,144.21,37.4,52.54,5.6,1295.46,Red,Madhya Pradesh,Rabi,Jowar
95.55,6.58,98.35,30.05,72.28,6.04,1654.92,Laterite,Assam,Kharif,Coconut
76.36,13.59,40.35,26.31,84.8,7.46,1340.89,Sandy,Tamil Nadu,Kharif,Coconut
101.41,7.0,109.6,29.33,69.42,7.01,1114.66,Black,Karnataka,Rabi,Maize
61.65,6.99,161.73,27.16,72.03,6.3,974.52,Red,Telangana,Kharif,Turmeric
72.16,10.11,197.28,20.54,45.7,6.39,2429.8,Red,Karnataka,Zaid,Potato
40.06,7.8,57.83,21.78,65.0,7.08,878.65,Sandy,Uttar Pradesh,Rabi,Potato
165.08,26.28,220.55,18.62,64.11,7.88,3057.42,Black,Karnataka,Kharif,Sugarcane
208.34,42.13,172.81,29.66,57.26,7.97,1056.33,Alluvial,Bihar,Kharif,Sugarcane
158.3,18.28,205.01,15.07,87.21,7.1,1662.83,Alluvial,West Bengal,Zaid,Banana
152.2,4.39,109.25,32.22,51.85,6.22,448.66,Sandy,Gujarat,Kharif,Groundnut
229.35,26.8,98.92,35.94,71.96,6.91,640.13,Clay,Haryana,Kharif,Sugarcane
213.88,22.7,60.12,15.14,85.66,6.22,2749.95,Red,Assam,Kharif,Tea
252.64,13.15,150.19,19.8,59.99,6.7,301.77,Alluvial,Haryana,Zaid,Potato
53.78,10.19,116.58,36.43,50.74,7.25,310.03,Sandy,Gujarat,Rabi,Barley
129.31,16.62,57.76,29.1,87.67,5.65,3459.66,Laterite,Kerala,Rabi,Tobacco
45.62,13.49,80.8,39.37,89.29,6.4,1461.14,Laterite,Odisha,Rabi,Groundnut
218.24,19.05,205.91,31.87,83.25,6.42,1575.05,Red,Assam,Zaid,Banana
246.4,26.16,260.55,28.89,70.55,7.23,1088.88,Black,Andhra Pradesh,Rabi,Tobacco
56.07,10.9,73.39,30.71,82.06,6.84,3289.76,Sandy,Kerala,Rabi,Groundnut
96.54,2.82,105.95,17.29,72.74,5.76,1442.38,Sandy,West Bengal,Rabi,Potato
62.23,12.18,127.04,29.76,64.68,6.34,1197.42,Red,Telangana,Zaid,Banana
277.1,21.36,249.35,31.14,66.14,7.12,1523.12,Black,Odisha,Zaid,Banana
61.33,16.63,41.05,14.19,71.85,5.19,1754.32,Laterite,Assam,Kharif,Tea
228.24,8.31,81.08,38.72,51.19,6.01,419.91,Red,Rajasthan,Rabi,Maize
367.7,17.91,58.43,16.82,54.45,6.98,1394.4,Alluvial,Bihar,Zaid,Potato
229.7,29.63,314.34,16.29,57.14,7.62,464.33,Alluvial,Punjab,Zaid,Potato
276.92,44.91,183.48,30.33,70.21,6.75,1163.05,Alluvial,Bihar,Kharif,Maize
109.04,8.01,152.44,27.74,72.62,6.03,829.84,Laterite,Karnataka,Kharif,Ragi
289.17,11.94,156.9,29.61,84.88,7.92,3082.66,Alluvial,Kerala,Kharif,Tea
73.36,42.98,112.22,20.97,78.93,6.62,1071.69,Clay,Uttar Pradesh,Rabi,Mustard
50.47,11.75,47.51,37.01,82.26,5.68,1376.21,Sandy,Bihar,Rabi,Potato
211.0,13.75,125.34,23.02,47.15,7.82,705.81,Alluvial,Uttar Pradesh,Zaid,Potato
179.87,14.51,283.01,16.92,54.89,8.23,905.66,Black,Madhya Pradesh,Rabi,Wheat
132.43,20.04,202.56,36.72,66.96,6.98,469.05,Alluvial,Gujarat,Zaid,Banana
61.34,9.51,58.81,19.36,85.83,6.15,1732.54,Red,Odisha,Zaid,Banana
86.19,10.68,116.77,24.73,74.95,7.11,1688.25,Black,Odisha,Rabi,Maize
267.96,27.94,80.47,27.21,73.67,7.0,1304.24,Alluvial,Odisha,Kharif,Sugarcane
358.35,13.57,190.47,17.23,68.33,7.65,1263.34,Alluvial,Bihar,Zaid,Potato
225.14,28.35,228.43,31.36,49.97,7.89,3215.54,Black,Karnataka,Zaid,Banana
71.24,5.5,50.74,38.51,70.77,5.53,1132.62,Laterite,Telangana,Kharif,Turmeric
33.97,5.84,100.42,41.51,46.16,5.21,1147.85,Laterite,Telangana,Rabi,Maize
61.15,11.43,79.23,12.3,82.13,5.81,1245.35,Red,West Bengal,Rabi,Potato
202.52,32.87,78.82,25.17,40.94,8.09,900.19,Black,Telangana,Zaid,Banana
43.87,3.18,85.2,19.66,35.9,5.76,789.24,Sandy,Rajasthan,Kharif,Maize
254.71,32.85,144.95,18.02,53.7,7.34,357.73,Alluvial,Gujarat,Zaid,Potato
145.74,8.77,133.14,35.88,69.14,8.05,895.53,Black,Tamil Nadu,Rabi,Chilli
94.62,23.86,62.95,30.13,91.71,7.41,1913.56,Alluvial,Kerala,Rabi,Tobacco
85.04,6.66,58.39,42.68,17.34,6.06,216.64,Sandy,Rajasthan,Rabi,Mustard
17.24,17.94,16.92,8.09,57.16,6.44,857.89,Sandy,Punjab,Kharif,Sesame
200.12,23.81,48.9,18.25,79.33,7.68,1250.66,Alluvial,West Bengal,Kharif,Tea
71.39,13.38,86.9,33.55,76.09,7.15,429.68,Alluvial,Gujarat,Zaid,Banana
160.94,12.87,235.25,29.69,77.14,5.93,1747.29,Red,Karnataka,Kharif,Coffee
168.79,9.86,194.85,2.66,35.68,7.41,429.12,Clay,Punjab,Zaid,Banana
174.2,14.78,307.2,40.38,69.23,8.28,1295.3,Black,Madhya Pradesh,Zaid,Banana
78.99,25.5,190.53,26.54,49.09,7.15,610.09,Alluvial,Uttar Pradesh,Kharif,Cotton
223.79,29.11,107.64,18.41,62.18,6.92,2067.32,Alluvial,Maharashtra,Kharif,Rice
240.25,36.68,107.83,24.27,52.17,6.66,711.18,Clay,Haryana,Rabi,Wheat
106.99,7.88,59.77,13.82,46.02,9.0,684.52,Saline,Rajasthan,Zaid,Potato
169.17,16.8,179.48,26.2,67.72,6.91,2103.52,Red,West Bengal,Kharif,Tea
82.08,11.06,93.99,22.85,76.63,6.06,2463.66,Laterite,Kerala,Kharif,Coffee
112.15,16.72,200.07,15.77,57.81,7.63,1756.92,Alluvial,Odisha,Rabi,Barley
255.35,12.86,299.91,12.17,72.92,7.03,469.45,Alluvial,Punjab,Kharif,Maize
79.88,18.31,240.73,21.04,66.78,6.64,1699.57,Red,Odisha,Rabi,Tobacco
320.89,16.29,91.09,15.69,53.67,7.05,1153.39,Alluvial,Bihar,Zaid,Potato
136.72,6.54,130.67,32.98,56.2,9.24,479.48,Saline,Rajasthan,Kharif,Bajra
85.22,22.29,384.77,34.43,83.3,7.26,2038.55,Black,Maharashtra,Zaid,Banana
187.62,15.63,220.23,35.05,50.56,6.45,573.68,Clay,Haryana,Zaid,Banana
109.51,7.0,155.74,27.31,56.41,8.42,706.82,Black,Tamil Nadu,Zaid,Banana
70.44,7.03,59.74,18.35,73.27,5.65,689.59,Sandy,Haryana,Zaid,Potato
151.75,6.37,147.18,29.74,81.39,6.08,2505.33,Laterite,Assam,Kharif,Rubber
151.13,15.23,129.36,38.1,68.22,7.23,1204.25,Black,Gujarat,Rabi,Tobacco
155.94,9.49,53.43,18.25,43.12,5.65,1402.41,Laterite,Madhya Pradesh,Rabi,Wheat
196.01,12.76,102.94,24.31,73.82,7.42,814.0,Black,Madhya Pradesh,Zaid,Banana
254.68,25.05,184.67,27.67,67.75,7.54,3228.85,Alluvial,Karnataka,Zaid,Banana
95.13,11.64,215.34,27.94,45.79,6.77,553.79,Clay,Haryana,Kharif,Cotton
155.82,10.19,108.66,36.82,64.17,7.99,1399.42,Black,Odisha,Kharif,Sugarcane
144.24,24.12,198.63,38.07,56.06,6.54,740.39,Alluvial,Haryana,Rabi,Wheat
287.47,27.43,192.59,17.02,58.38,7.12,654.65,Black,Maharashtra,Rabi,Jowar
142.28,38.0,90.45,39.84,88.04,8.46,1246.34,Black,Odisha,Zaid,Banana
136.51,15.07,71.36,16.54,81.26,6.65,1214.71,Alluvial,Bihar,Zaid,Banana
87.8,4.3,71.82,23.63,37.65,7.34,649.65,Sandy,Uttar Pradesh,Zaid,Potato
135.35,6.07,68.14,30.89,83.58,6.35,2326.35,Red,Karnataka,Rabi,Jowar
133.68,20.15,41.53,16.29,48.59,5.61,940.57,Laterite,Madhya Pradesh,Zaid,Potato
201.79,36.06,283.5,27.87,64.3,7.77,858.39,Alluvial,Andhra Pradesh,Kharif,Sugarcane
136.49,6.34,99.96,33.83,81.98,7.24,1250.48,Black,Karnataka,Zaid,Banana
172.27,31.49,144.77,44.77,36.21,7.63,557.41,Alluvial,Rajasthan,Rabi,Barley
132.44,14.09,117.24,39.99,69.55,7.0,805.86,Sandy,Punjab,Zaid,Potato
207.82,8.87,284.71,26.05,42.81,7.45,600.71,Black,Gujarat,Rabi,Tobacco
113.95,6.47,269.81,28.94,55.45,6.9,1489.26,Red,Karnataka,Kharif,Cotton
144.54,15.44,133.61,28.6,77.38,5.64,851.01,Red,Andhra Pradesh,Kharif,Chilli
191.31,22.03,102.26,6.64,18.1,7.14,357.64,Alluvial,Rajasthan,Rabi,Mustard
79.49,21.85,110.09,17.15,67.94,6.03,1719.4,Red,Odisha,Rabi,Potato
23.03,5.75,91.3,21.5,61.43,6.63,708.43,Sandy,Punjab,Rabi,Potato
165.38,10.33,181.48,37.18,69.62,7.37,378.83,Clay,Haryana,Kharif,Sugarcane
234.65,14.02,378.04,21.9,68.63,7.22,759.19,Black,Tamil Nadu,Kharif,Tobacco
239.52,27.16,210.99,40.01,68.94,7.49,643.87,Alluvial,Gujarat,Rabi,Tobacco
199.5,32.46,83.24,18.02,46.29,6.58,2157.36,Alluvial,Karnataka,Rabi,Wheat
62.37,16.97,61.25,37.43,75.21,6.73,1084.06,Sandy,Uttar Pradesh,Kharif,Sugarcane
302.03,39.4,172.81,16.15,72.7,7.14,2970.59,Alluvial,Assam,Kharif,Tea
109.1,10.19,34.6,37.02,54.75,6.52,1191.43,Sandy,Uttar Pradesh,Kharif,Sugarcane
248.18,24.73,131.92,14.53,70.26,6.98,1131.16,Alluvial,Bihar,Rabi,Maize
68.29,12.07,89.04,5.86,73.71,6.27,808.54,Clay,Uttar Pradesh,Rabi,Potato
87.49,2.77,95.44,34.03,50.85,5.17,1781.83,Laterite,Maharashtra,Rabi,Jowar
103.67,18.71,40.25,22.91,76.3,6.13,713.8,Red,Tamil Nadu,Rabi,Chilli
86.85,11.57,53.39,28.48,81.2,6.26,1295.05,Sandy,Bihar,Kharif,Coconut
114.2,14.96,93.83,28.33,66.5,5.69,791.64,Red,Andhra Pradesh,Kharif,Tobacco
134.31,7.62,73.71,37.44,75.04,6.7,1155.83,Red,Andhra Pradesh,Kharif,Sugarcane
64.75,14.61,144.24,29.88,62.56,5.22,1952.03,Laterite,West Bengal,Kharif,Tea
49.37,11.51,45.57,16.09,55.76,6.36,413.68,Sandy,Punjab,Kharif,Sesame
230.27,16.5,235.48,19.62,43.43,7.48,1527.96,Clay,Bihar,Zaid,Banana
72.8,33.9,221.61,33.55,79.15,7.65,1755.04,Alluvial,Kerala,Zaid,Banana
215.21,28.53,83.22,39.0,52.64,7.65,533.55,Alluvial,Haryana,Zaid,Potato
158.47,18.34,113.66,15.44,30.63,8.37,980.96,Black,Uttar Pradesh,Zaid,Potato
93.38,9.97,63.71,29.38,58.69,6.17,1426.17,Sandy,Tamil Nadu,Zaid,Banana
360.71,30.55,242.0,41.57,70.01,7.25,1069.32,Alluvial,Bihar,Zaid,Banana
253.26,29.52,83.21,13.46,25.67,7.8,479.13,Alluvial,Rajasthan,Rabi,Barley
98.4,13.43,68.85,27.85,81.68,6.87,2042.56,Red,Karnataka,Zaid,Banana
124.34,22.75,104.59,17.9,64.96,7.3,2098.44,Alluvial,Maharashtra,Rabi,Wheat
55.49,19.24,30.11,41.0,51.36,5.91,889.49,Laterite,Telangana,Zaid,Potato
57.22,6.79,32.63,30.32,15.89,5.53,152.08,Red,Rajasthan,Rabi,Maize
299.07,16.64,213.41,37.63,31.77,7.42,957.31,Clay,Uttar Pradesh,Rabi,Wheat
153.47,27.06,93.61,38.06,59.58,7.27,1071.6,Alluvial,Madhya Pradesh,Rabi,Maize
233.87,22.17,101.06,41.4,75.01,6.57,1056.75,Alluvial,Bihar,Kharif,Rice
55.11,16.64,79.13,26.94,73.45,5.66,1451.87,Red,Tamil Nadu,Kharif,Coffee
163.8,7.87,107.41,27.42,87.62,5.94,3496.56,Red,Kerala,Kharif,Rubber
112.72,8.88,60.21,41.13,75.01,5.67,1503.62,Laterite,Madhya Pradesh,Rabi,Potato
77.09,15.11,149.76,18.96,66.2,5.71,815.24,Laterite,Maharashtra,Kharif,Ragi
36.15,14.19,73.89,38.95,56.64,5.77,1450.3,Sandy,Bihar,Zaid,Potato
168.17,28.97,78.47,33.24,73.07,7.21,1724.22,Black,Maharashtra,Zaid,Banana
162.73,5.31,89.92,23.12,37.27,6.94,641.94,Sandy,Punjab,Zaid,Potato
90.39,6.12,93.76,26.04,67.68,5.71,600.18,Laterite,Tamil Nadu,Rabi,Groundnut
183.08,26.08,276.28,29.98,40.45,6.78,891.88,Alluvial,Punjab,Zaid,Banana
307.24,17.01,175.41,20.76,71.52,6.77,1464.24,Alluvial,Bihar,Zaid,Potato
137.29,4.04,141.85,10.14,46.45,9.1,155.51,Saline,Rajasthan,Rabi,Wheat
69.42,7.19,73.4,46.0,42.61,8.42,545.94,Saline,Rajasthan,Zaid,Potato
58.56,19.09,186.53,21.17,71.54,6.61,1466.39,Red,Madhya Pradesh,Zaid,Banana
147.42,21.04,99.28,25.29,82.85,5.6,3896.88,Laterite,Kerala,Kharif,Rubber
201.06,28.54,158.76,29.77,72.81,6.42,2862.62,Red,Assam,Rabi,Tobacco
105.36,11.1,61.62,26.16,56.69,6.51,3034.38,Red,Karnataka,Zaid,Banana
143.83,11.33,271.34,18.61,76.79,8.29,1686.56,Black,Odisha,Rabi,Maize
222.79,15.93,101.44,21.46,76.55,7.87,1501.22,Alluvial,Odisha,Kharif,Sugarcane
86.08,6.78,210.44,29.07,80.89,8.15,1325.19,Black,Tamil Nadu,Rabi,Chilli
48.2,24.84,91.67,36.61,65.55,5.59,1528.12,Red,Odisha,Rabi,Groundnut
256.02,14.3,72.07,37.6,58.74,6.85,983.3,Alluvial,Madhya Pradesh,Zaid,Banana
153.29,15.6,184.2,32.27,72.71,6.88,1142.01,Alluvial,Tamil Nadu,Kharif,Banana
143.57,18.92,184.18,44.66,63.09,6.77,952.78,Red,Madhya Pradesh,Zaid,Potato
249.0,21.35,113.6,32.47,63.4,6.74,938.27,Alluvial,Telangana,Kharif,Cotton
177.55,24.12,285.08,8.17,57.94,7.68,624.71,Alluvial,Rajasthan,Rabi,Gram
146.83,7.34,31.9,30.6,73.16,6.11,1468.62,Laterite,Odisha,Zaid,Banana
85.82,28.2,126.09,16.22,74.57,7.75,511.93,Alluvial,Gujarat,Zaid,Potato
117.45,16.49,293.52,24.35,78.06,8.48,940.78,Black,Telangana,Rabi,Maize
109.6,17.43,186.19,24.05,65.68,7.2,1373.79,Alluvial,Bihar,Rabi,Maize
90.31,9.01,132.28,22.74,78.9,5.62,2054.4,Laterite,West Bengal,Kharif,Tea
59.33,17.71,151.47,23.6,91.37,6.16,1785.47,Laterite,Kerala,Kharif,Coffee
150.59,24.09,136.92,37.2,79.4,7.57,2137.11,Black,Karnataka,Rabi,Jowar
65.26,4.82,112.91,34.63,39.69,5.78,795.58,Sandy,Gujarat,Zaid,Potato
56.11,3.39,42.45,15.42,53.44,6.35,1160.97,Sandy,Uttar Pradesh,Zaid,Potato
194.08,26.16,119.42,41.75,63.18,6.16,1581.49,Clay,Bihar,Rabi,Lentil
127.07,10.52,75.99,18.5,46.53,6.6,491.35,Red,Rajasthan,Rabi,Wheat
148.23,3.56,35.81,25.49,64.78,5.82,1956.13,Laterite,Karnataka,Kharif,Coffee
165.85,16.5,84.87,32.16,81.78,7.79,827.11,Alluvial,Andhra Pradesh,Zaid,Banana
141.12,24.61,251.5,31.54,76.38,7.51,1017.93,Black,Andhra Pradesh,Rabi,Chilli
45.53,6.94,104.68,31.3,89.55,5.82,3443.75,Sandy,Kerala,Zaid,Banana
227.64,30.84,151.33,28.8,80.97,6.54,616.22,Alluvial,Andhra Pradesh,Rabi,Tobacco
98.83,8.18,360.25,25.88,76.9,7.69,1015.07,Black,Telangana,Kharif,Sugarcane
112.26,6.17,109.84,31.37,70.36,6.91,1873.05,Red,Assam,Rabi,Maize
94.36,13.08,128.01,25.84,81.68,5.18,940.63,Laterite,Andhra Pradesh,Zaid,Banana
155.28,11.16,66.35,41.12,50.25,5.99,794.98,Laterite,Telangana,Zaid,Potato
84.25,8.87,128.99,13.31,56.07,6.76,410.89,Sandy,Haryana,Kharif,Bajra
63.58,5.58,60.21,32.69,56.45,5.16,1163.48,Laterite,Andhra Pradesh,Kharif,Tobacco
215.48,27.66,170.1,35.09,51.63,7.84,1042.05,Black,Telangana,Zaid,Banana
107.22,6.68,134.99,12.0,84.37,6.7,1280.93,Sandy,Bihar,Zaid,Potato
51.21,12.69,182.34,22.13,85.51,5.17,1214.92,Laterite,Odisha,Zaid,Banana
117.25,18.39,140.47,10.88,53.93,7.05,322.56,Alluvial,Haryana,Zaid,Banana
324.06,16.17,130.94,29.96,78.5,7.52,3222.89,Alluvial,Kerala,Zaid,Banana
60.87,9.65,108.69,27.96,32.23,6.32,1370.86,Laterite,Madhya Pradesh,Kharif,Coconut
311.44,32.2,69.93,33.05,90.46,7.46,2333.86,Alluvial,Kerala,Rabi,Tobacco
68.74,9.62,98.61,25.77,44.21,6.33,1029.16,Laterite,Telangana,Rabi,Maize
254.18,11.65,90.55,35.03,36.25,7.88,698.75,Black,Gujarat,Zaid,Potato
85.52,12.97,92.29,27.49,64.83,5.29,1686.56,Laterite,Maharashtra,Rabi,Jowar
151.68,8.37,186.24,8.11,37.91,7.56,1027.54,Alluvial,Uttar Pradesh,Kharif,Sugarcane
59.99,4.27,84.86,43.81,45.24,6.56,440.0,Sandy,Haryana,Rabi,Mustard
66.0,15.82,58.5,23.87,62.74,6.27,766.45,Sandy,Tamil Nadu,Zaid,Potato
81.67,8.24,45.16,40.08,56.1,6.43,733.76,Sandy,Uttar Pradesh,Kharif,Ragi
384.99,24.23,64.58,38.87,63.18,6.56,1410.86,Alluvial,West Bengal,Rabi,Wheat
175.66,9.93,154.63,10.74,46.24,7.27,697.99,Clay,Punjab,Kharif,Sugarcane
49.13,17.46,82.74,35.58,44.11,5.9,727.07,Sandy,Haryana,Rabi,Mustard
64.47,40.39,137.45,36.13,48.63,6.65,625.07,Alluvial,Uttar Pradesh,Rabi,Jowar
40.66,6.93,42.91,38.1,34.5,8.76,419.9,Saline,Gujarat,Kharif,Bajra
66.25,4.04,30.46,38.28,71.5,7.19,1291.35,Sandy,West Bengal,Rabi,Mustard
116.74,9.48,224.21,40.46,65.98,7.44,1165.9,Black,Uttar Pradesh,Kharif,Sugarcane
162.6,13.51,185.12,22.03,72.43,7.23,3097.78,Alluvial,Karnataka,Rabi,Tobacco
30.99,8.7,107.97,31.41,53.78,5.8,576.08,Sandy,Rajasthan,Rabi,Groundnut
170.71,14.63,170.49,25.64,77.91,7.17,2130.67,Black,Karnataka,Kharif,Rice
217.07,18.73,214.18,35.25,50.04,7.49,918.88,Alluvial,Gujarat,Zaid,Banana
125.74,14.28,116.64,37.62,54.59,7.42,340.38,Sandy,Haryana,Rabi,Mustard
131.33,22.92,243.63,39.17,74.67,6.1,1278.47,Clay,Bihar,Zaid,Banana
66.05,10.6,105.02,29.24,79.77,6.6,3648.06,Sandy,Kerala,Zaid,Banana
122.18,11.03,167.66,36.98,73.74,5.63,1278.92,Red,Madhya Pradesh,Kharif,Sugarcane
103.19,9.07,102.55,21.88,49.13,6.0,863.02,Laterite,Karnataka,Rabi,Potato
223.51,16.09,177.48,31.72,76.51,7.21,1707.18,Alluvial,Kerala,Kharif,Banana
38.21,5.11,124.63,32.33,77.33,5.89,1233.14,Laterite,Odisha,Kharif,Coconut
319.21,16.38,313.13,32.03,54.09,7.84,301.43,Clay,Haryana,Zaid,Banana
157.56,23.9,150.92,45.49,39.7,6.67,132.56,Alluvial,Rajasthan,Rabi,Wheat
323.54,16.29,95.01,35.83,82.19,7.83,1272.55,Alluvial,Odisha,Zaid,Banana
251.05,9.03,113.0,39.99,62.91,7.46,1568.4,Clay,Bihar,Kharif,Sugarcane
96.34,6.21,153.28,39.29,79.89,7.31,1466.06,Sandy,Bihar,Rabi,Potato
153.5,13.0,59.82,19.14,78.1,6.55,1374.96,Sandy,West Bengal,Zaid,Potato
53.26,7.41,76.27,15.64,75.44,7.28,1575.64,Sandy,Bihar,Kharif,Coconut
317.27,23.79,141.58,35.71,61.8,6.73,1944.71,Alluvial,West Bengal,Kharif,Jute
43.33,15.5,52.09,32.39,85.86,5.29,1308.31,Laterite,Odisha,Zaid,Banana
159.16,6.69,113.63,16.69,50.77,5.65,1286.06,Sandy,Gujarat,Kharif,Groundnut
58.27,16.46,107.71,32.3,53.85,5.52,724.18,Red,Telangana,Kharif,Cotton
65.59,5.53,137.67,32.03,69.4,5.18,1425.92,Laterite,Odisha,Zaid,Banana
285.59,19.25,81.83,39.65,66.57,7.47,705.87,Alluvial,Tamil Nadu,Rabi,Groundnut
